utterance,focus_type,speaker,onglide_log,onglide
21,contrastive,AK_94,0.64246452,3.39
22,narrow,AK_94,0.387389826,1.44
23,narrow,AK_94,-0.06069784,-0.15
24,contrastive,AK_94,0.344392274,1.21
25,narrow,AK_94,0.245512668,0.76
26,contrastive,AK_94,0.46834733,1.94
27,broad,AK_94,-0.369215857,-1.34
28,contrastive,AK_94,0.227886705,0.69
29,broad,AK_94,-0.53529412,-2.43
30,narrow,AK_94,-0.392696953,-1.47
31,contrastive,AK_94,0.45484486,1.85
32,broad,AK_94,0.252853031,0.79
33,contrastive,AK_94,-0.514547753,-2.27
34,broad,AK_94,-0.324282455,-1.11
35,contrastive,AK_94,-0.568201724,-2.7
36,contrastive,AK_94,0.62324929,3.2
37,broad,AK_94,-0.481442629,-2.03
39,broad,AK_94,0.484299839,2.05
42,narrow,AK_94,-0.558708571,-2.62
43,contrastive,AK_94,-0.480006943,-2.02
44,narrow,AK_94,-0.432969291,-1.71
45,narrow,AK_94,-0.482873584,-2.04
46,contrastive,AK_94,-0.729974286,-4.37
47,contrastive,AK_94,0.324282455,1.11
48,broad,AK_94,-0.602059991,-3
49,narrow,AK_94,-0.492760389,-2.11
52,broad,AK_94,-0.340444115,-1.19
55,broad,AK_94,-0.10720997,-0.28
56,narrow,AK_94,0.378397901,1.39
58,broad,AK_94,-0.536558443,-2.44
59,broad,AK_94,-0.315970345,-1.07
60,narrow,AK_94,-0.359835482,-1.29
62,narrow,AK_94,-0.187520721,-0.54
65,broad,AK_94,-0.238046103,-0.73
66,broad,AK_94,-0.689308859,-3.89
69,narrow,AK_94,-0.243038049,-0.75
71,contrastive,AK_94,0.389166084,1.45
72,broad,AK_94,0.071882007,0.18
73,broad,AK_94,-0.499687083,-2.16
75,narrow,AK_94,0.397940009,1.5
77,contrastive,AK_94,0.572871602,2.74
79,contrastive,AK_94,0.670245853,3.68
80,narrow,AK_94,0.478566496,2.01
81,broad,AK_94,-0.635483747,-3.32
82,narrow,AK_94,-0.639486489,-3.36
84,contrastive,AK_94,0.705007959,4.07
86,narrow,AK_94,0.394451681,1.48
87,contrastive,AK_94,0.707570176,4.1
89,narrow,AK_94,-0.584331224,-2.84
90,contrastive,AK_94,0.620136055,3.17
92,broad,AK_94,-0.462397998,-1.9
94,narrow,AK_94,0.496929648,2.14
95,contrastive,AK_94,0.365487985,1.32
96,narrow,AK_94,0.292256071,0.96
98,broad,AK_94,-0.544068044,-2.5
99,contrastive,AK_94,0.644438589,3.41
100,narrow,AK_94,-0.10720997,-0.28
101,broad,AK_94,0.426511261,1.67
17,contrastive,BP_91,0.744292983,4.55
18,broad,BP_91,-0.636487896,-3.33
19,narrow,BP_91,-0.564666064,-2.67
21,narrow,BP_91,-0.530199698,-2.39
23,contrastive,BP_91,0.683947131,3.83
24,broad,BP_91,-0.334453751,-1.16
25,narrow,BP_91,0.23299611,0.71
26,contrastive,BP_91,0.964730921,8.22
28,broad,BP_91,-0.706717782,-4.09
29,contrastive,BP_91,0.812244697,5.49
41,broad,BP_91,-0.835690571,-5.85
43,contrastive,BP_91,0.692846919,3.93
44,narrow,BP_91,-0.158362492,-0.44
46,contrastive,BP_91,0.821513528,5.63
48,broad,BP_91,-0.706717782,-4.09
49,narrow,BP_91,-0.404833717,-1.54
50,contrastive,BP_91,0.710963119,4.14
54,broad,BP_91,-0.879669206,-6.58
55,contrastive,BP_91,0.823474229,5.66
57,broad,BP_91,-0.884795364,-6.67
58,narrow,BP_91,0.584331224,2.84
60,contrastive,BP_91,0.794488047,5.23
61,contrastive,BP_91,0.646403726,3.43
62,narrow,BP_91,-0.367355921,-1.33
63,contrastive,BP_91,0.561101384,2.64
64,contrastive,BP_91,0.595496222,2.94
65,broad,BP_91,-0.652246341,-3.49
67,broad,BP_91,-0.717670503,-4.22
68,narrow,BP_91,0.698970004,4
69,narrow,BP_91,0.440909082,1.76
71,broad,BP_91,-0.902002891,-6.98
72,contrastive,BP_91,0.827369273,5.72
73,contrastive,BP_91,0.853698212,6.14
76,narrow,BP_91,-0.431363764,-1.7
77,broad,BP_91,-0.812244697,-5.49
78,contrastive,BP_91,0.706717782,4.09
79,broad,BP_91,-0.557507202,-2.61
80,contrastive,BP_91,0.822821645,5.65
81,narrow,BP_91,-0.5774918,-2.78
82,broad,BP_91,-0.198657087,-0.58
83,narrow,BP_91,-0.217483944,-0.65
86,narrow,BP_91,0.28780173,0.94
87,broad,BP_91,-0.53529412,-2.43
88,narrow,BP_91,0.414973348,1.6
89,broad,BP_91,-0.670245853,-3.68
90,narrow,BP_91,0.359835482,1.29
92,contrastive,BP_91,0.771587481,4.91
96,broad,BP_91,-0.780317312,-5.03
97,contrastive,BP_91,0.771587481,4.91
99,narrow,BP_91,0.320146286,1.09
100,contrastive,BP_91,0.825426118,5.69
101,broad,BP_91,-0.744292983,-4.55
102,narrow,BP_91,0.450249108,1.82
103,broad,BP_91,-0.711807229,-4.15
104,broad,BP_91,-0.64738297,-3.44
105,contrastive,BP_91,0.850033258,6.08
108,narrow,BP_91,-0.723455672,-4.29
109,narrow,BP_91,-0.718501689,-4.23
110,broad,BP_91,-0.692846919,-3.93
112,narrow,BP_91,-0.748962861,-4.61
20,narrow,DB_95,0.707570176,4.1
22,contrastive,DB_95,0.939519253,7.7
23,broad,DB_95,0.582063363,2.82
24,broad,DB_95,0.487138375,2.07
25,contrastive,DB_95,0.85308953,6.13
26,narrow,DB_95,0.677606953,3.76
27,broad,DB_95,0.716003344,4.2
29,narrow,DB_95,0.484299839,2.05
30,broad,DB_95,0.661812686,3.59
31,contrastive,DB_95,0.69019608,3.9
33,contrastive,DB_95,0.556302501,2.6
35,broad,DB_95,0.673020907,3.71
36,narrow,DB_95,0.741151599,4.51
38,contrastive,DB_95,0.751279104,4.64
39,contrastive,DB_95,0.8162413,5.55
40,narrow,DB_95,0.549003262,2.54
42,contrastive,DB_95,0.802773725,5.35
43,narrow,DB_95,0.72916479,4.36
44,broad,DB_95,0.431363764,1.7
45,broad,DB_95,0.697229343,3.98
46,contrastive,DB_95,0.818225894,5.58
47,narrow,DB_95,0.787460475,5.13
48,broad,DB_95,0.356025857,1.27
49,contrastive,DB_95,0.968482949,8.3
51,contrastive,DB_95,0.914871818,7.22
52,narrow,DB_95,0.787460475,5.13
53,contrastive,DB_95,0.897077003,6.89
54,broad,DB_95,0.369215857,1.34
55,narrow,DB_95,0.683947131,3.83
57,narrow,DB_95,0.610660163,3.08
59,contrastive,DB_95,0.840106094,5.92
60,contrastive,DB_95,0.725911632,4.32
61,broad,DB_95,0.564666064,2.67
62,narrow,DB_95,0.571708832,2.73
63,contrastive,DB_95,0.791690649,5.19
65,narrow,DB_95,0.267171728,0.85
68,narrow,DB_95,0.760422483,4.76
69,broad,DB_95,0.530199698,2.39
70,contrastive,DB_95,0.698100546,3.99
71,contrastive,DB_95,0.833784375,5.82
72,broad,DB_95,0.617000341,3.14
74,narrow,DB_95,0.802089258,5.34
75,broad,DB_95,0.821513528,5.63
76,narrow,DB_95,0.709269961,4.12
78,contrastive,DB_95,0.679427897,3.78
79,broad,DB_95,0.710117365,4.13
80,broad,DB_95,0.736396502,4.45
81,narrow,DB_95,0.72427587,4.3
82,narrow,DB_95,0.745855195,4.57
83,broad,DB_95,0.754348336,4.68
86,narrow,DB_95,0.844477176,5.99
88,contrastive,DB_95,0.709269961,4.12
91,broad,DB_95,0.597695186,2.96
92,contrastive,DB_95,0.872156273,6.45
93,narrow,DB_95,-0.33243846,-1.15
94,broad,DB_95,0.744292983,4.55
95,broad,DB_95,0.689308859,3.89
96,narrow,DB_95,0.693726949,3.94
98,broad,DB_95,0.770115295,4.89
99,contrastive,DB_95,0.766412847,4.84
19,broad,HH_96,0.100370545,0.26
20,contrastive,HH_96,0.301029996,1
21,contrastive,HH_96,0.436162647,1.73
22,narrow,HH_96,-0.580924976,-2.81
23,broad,HH_96,-0.344392274,-1.21
25,broad,HH_96,0.222716471,0.67
27,broad,HH_96,0.424881637,1.66
28,broad,HH_96,0.418301291,1.62
29,narrow,HH_96,0.549003262,2.54
32,narrow,HH_96,0.540329475,2.47
33,contrastive,HH_96,0.225309282,0.68
35,narrow,HH_96,0.376576957,1.38
37,broad,HH_96,0.408239965,1.56
38,broad,HH_96,0.240549248,0.74
39,contrastive,HH_96,0.350248018,1.24
40,narrow,HH_96,0.369215857,1.34
41,broad,HH_96,0.539076099,2.46
42,narrow,HH_96,0.499687083,2.16
43,broad,HH_96,0.283301229,0.92
44,contrastive,HH_96,0.530199698,2.39
45,narrow,HH_96,0.492760389,2.11
46,narrow,HH_96,0.328379603,1.13
47,broad,HH_96,0.496929648,2.14
50,narrow,HH_96,0.397940009,1.5
51,narrow,HH_96,0.631443769,3.28
52,contrastive,HH_96,0.451786436,1.83
54,narrow,HH_96,0.460897843,1.89
55,contrastive,HH_96,0.648360011,3.45
56,narrow,HH_96,0.562292864,2.65
59,narrow,HH_96,0.584331224,2.84
60,contrastive,HH_96,0.624282096,3.21
61,contrastive,HH_96,0.462397998,1.9
62,narrow,HH_96,0.478566496,2.01
63,contrastive,HH_96,0.555094449,2.59
64,broad,HH_96,0.382017043,1.41
65,contrastive,HH_96,0.763427994,4.8
67,contrastive,HH_96,0.57863921,2.79
68,narrow,HH_96,0.579783597,2.8
69,broad,HH_96,-0.217483944,-0.65
70,narrow,HH_96,0.451786436,1.83
71,broad,HH_96,-0.389166084,-1.45
72,narrow,HH_96,0.352182518,1.25
73,contrastive,HH_96,0.494154594,2.12
74,narrow,HH_96,0.465382851,1.92
75,contrastive,HH_96,0.582063363,2.82
77,broad,HH_96,0.442479769,1.77
78,contrastive,HH_96,0.462397998,1.9
79,broad,HH_96,-0.503790683,-2.19
80,contrastive,HH_96,0.484299839,2.05
82,contrastive,HH_96,0.369215857,1.34
85,contrastive,HH_96,0.414973348,1.6
86,contrastive,HH_96,0.519827994,2.31
87,broad,HH_96,0.346352974,1.22
88,broad,HH_96,0.501059262,2.17
90,contrastive,HH_96,0.515873844,2.28
91,broad,HH_96,0.390935107,1.46
92,narrow,HH_96,0.474216264,1.98
93,broad,HH_96,0.434568904,1.72
95,broad,HH_96,0.413299764,1.59
96,narrow,HH_96,0.521138084,2.32
18,broad,LS_85,0.167317335,0.47
19,contrastive,LS_85,NA,NA
20,contrastive,LS_85,0.850033258,6.08
21,narrow,LS_85,0.173186268,0.49
23,narrow,LS_85,0.745855195,4.57
24,contrastive,LS_85,0.544068044,2.5
26,narrow,LS_85,-0.640481437,-3.37
28,broad,LS_85,0.414973348,1.6
29,broad,LS_85,0.399673721,1.51
31,narrow,LS_85,0.745074792,4.56
32,broad,LS_85,0.847572659,6.04
33,narrow,LS_85,0.583198774,2.83
34,contrastive,LS_85,0.757396029,4.72
36,broad,LS_85,-0.330413773,-1.14
37,contrastive,LS_85,0.92992956,7.51
40,narrow,LS_85,0.507855872,2.22
42,broad,LS_85,0.719331287,4.24
43,narrow,LS_85,0.989894564,8.77
44,narrow,LS_85,0.509202522,2.23
45,broad,LS_85,0.873320602,6.47
46,contrastive,LS_85,0.836324116,5.86
47,contrastive,LS_85,0.822821645,5.65
49,narrow,LS_85,0.661812686,3.59
50,broad,LS_85,0.7084209,4.11
51,contrastive,LS_85,0.853698212,6.14
52,narrow,LS_85,0.597695186,2.96
53,contrastive,LS_85,0.967079734,8.27
54,broad,LS_85,-0.481442629,-2.03
55,broad,LS_85,0.736396502,4.45
56,contrastive,LS_85,0.737192643,4.46
57,contrastive,LS_85,0.73479983,4.43
58,narrow,LS_85,0.824776462,5.68
59,contrastive,LS_85,0.927370363,7.46
60,narrow,LS_85,0.599883072,2.98
61,broad,LS_85,0.726727209,4.33
62,narrow,LS_85,0.559906625,2.63
63,contrastive,LS_85,0.896526217,6.88
64,contrastive,LS_85,0.698970004,4
66,narrow,LS_85,0.765668555,4.83
67,contrastive,LS_85,0.811575006,5.48
68,broad,LS_85,0.72427587,4.3
70,narrow,LS_85,0.678518379,3.77
72,contrastive,LS_85,0.745855195,4.57
74,narrow,LS_85,0.664641976,3.62
75,narrow,LS_85,0.866877814,6.36
76,broad,LS_85,-0.737192643,-4.46
77,broad,LS_85,0.713490543,4.17
80,contrastive,LS_85,0.848804701,6.06
81,broad,LS_85,0.547774705,2.53
82,narrow,LS_85,0.90579588,7.05
83,broad,LS_85,0.820201459,5.61
86,contrastive,LS_85,0.845718018,6.01
87,broad,LS_85,-0.675778342,-3.74
88,contrastive,LS_85,0.931966115,7.55
89,broad,LS_85,-0.346352974,-1.22
90,contrastive,LS_85,0.999565488,8.99
91,broad,LS_85,0.718501689,4.23
93,narrow,LS_85,0.864511081,6.32
95,broad,LS_85,0.783903579,5.08
96,narrow,LS_85,0.72916479,4.36
19,narrow,LS_94,0.614897216,3.12
21,broad,LS_94,0.10720997,0.28
22,broad,LS_94,0.399673721,1.51
24,broad,LS_94,0.29666519,0.98
25,contrastive,LS_94,NA,NA
26,contrastive,LS_94,0.638489257,3.35
27,narrow,LS_94,0.487138375,2.07
29,narrow,LS_94,0.367355921,1.33
30,narrow,LS_94,0.432969291,1.71
32,contrastive,LS_94,0.620136055,3.17
33,contrastive,LS_94,0.567026366,2.69
34,narrow,LS_94,0.593286067,2.92
35,narrow,LS_94,0.606381365,3.04
36,contrastive,LS_94,0.447158031,1.8
37,narrow,LS_94,0.437750563,1.74
39,narrow,LS_94,0.606381365,3.04
42,broad,LS_94,0.456366033,1.86
44,narrow,LS_94,0.371067862,1.35
45,contrastive,LS_94,0.334453751,1.16
46,narrow,LS_94,-0.201397124,-0.59
47,contrastive,LS_94,0.654176542,3.51
48,contrastive,LS_94,0.557507202,2.61
50,narrow,LS_94,0.51851394,2.3
52,broad,LS_94,-0.322219295,-1.1
53,contrastive,LS_94,0.840733235,5.93
54,contrastive,LS_94,0.501059262,2.17
55,broad,LS_94,-0.340444115,-1.19
56,broad,LS_94,0.519827994,2.31
57,contrastive,LS_94,0.583198774,2.83
58,broad,LS_94,NA,NA
60,broad,LS_94,-0.220108088,-0.66
61,narrow,LS_94,0.698970004,4
62,broad,LS_94,0.136720567,0.37
63,contrastive,LS_94,0.656098202,3.53
64,contrastive,LS_94,NA,NA
65,narrow,LS_94,0.437750563,1.74
66,narrow,LS_94,0.498310554,2.15
68,broad,LS_94,0.622214023,3.19
70,contrastive,LS_94,0.648360011,3.45
71,narrow,LS_94,0.372912003,1.36
72,contrastive,LS_94,0.682145076,3.81
73,narrow,LS_94,0.760422483,4.76
75,contrastive,LS_94,0.587710965,2.87
78,broad,LS_94,0.356025857,1.27
79,narrow,LS_94,0.494154594,2.12
81,narrow,LS_94,0.564666064,2.67
82,narrow,LS_94,0.541579244,2.48
83,broad,LS_94,0.31386722,1.06
85,broad,LS_94,0.517195898,2.29
86,contrastive,LS_94,0.565847819,2.68
88,broad,LS_94,0.593286067,2.92
89,broad,LS_94,NA,NA
91,contrastive,LS_94,0.546542663,2.52
92,contrastive,LS_94,NA,NA
93,broad,LS_94,0.478566496,2.01
95,broad,LS_94,-0.367355921,-1.33
97,broad,LS_94,0.530199698,2.39
98,contrastive,LS_94,0.669316881,3.67
100,narrow,LS_94,0.371067862,1.35
101,broad,LS_94,0.068185862,0.17
18,broad,MK_95,0.424881637,1.66
19,contrastive,MK_95,0.599883072,2.98
22,contrastive,MK_95,0.522444234,2.33
23,narrow,MK_95,-0.620136055,-3.17
24,contrastive,MK_95,0.683047038,3.82
25,broad,MK_95,-0.459392488,-1.88
28,contrastive,MK_95,0.580924976,2.81
29,broad,MK_95,-0.730782276,-4.38
30,narrow,MK_95,0.394451681,1.48
31,contrastive,MK_95,0.361727836,1.3
33,contrastive,MK_95,0.604226053,3.02
34,broad,MK_95,-0.51054501,-2.24
35,contrastive,MK_95,0.693726949,3.94
36,broad,MK_95,-0.608526034,-3.06
37,contrastive,MK_95,0.484299839,2.05
38,broad,MK_95,-0.482873584,-2.04
39,narrow,MK_95,0.523746467,2.34
40,broad,MK_95,-0.431363764,-1.7
43,narrow,MK_95,0.227886705,0.69
45,broad,MK_95,0.283301229,0.92
47,contrastive,MK_95,0.547774705,2.53
48,contrastive,MK_95,0.614897216,3.12
50,contrastive,MK_95,0.514547753,2.27
51,narrow,MK_95,-0.689308859,-3.89
54,narrow,MK_95,-0.635483747,-3.32
55,broad,MK_95,-0.487138375,-2.07
56,narrow,MK_95,0.640481437,3.37
57,narrow,MK_95,0.371067862,1.35
60,narrow,MK_95,0.457881897,1.87
62,broad,MK_95,-0.635483747,-3.32
63,contrastive,MK_95,0.765668555,4.83
64,broad,MK_95,-0.456366033,-1.86
65,contrastive,MK_95,0.562292864,2.65
66,narrow,MK_95,-0.684845362,-3.84
68,narrow,MK_95,-0.485721426,-2.06
69,broad,MK_95,0.51054501,2.24
70,contrastive,MK_95,0.389166084,1.45
71,narrow,MK_95,-0.675778342,-3.74
72,narrow,MK_95,0.665580991,3.63
74,contrastive,MK_95,0.436162647,1.73
75,narrow,MK_95,0.184691431,0.53
76,broad,MK_95,-0.537819095,-2.45
78,broad,MK_95,-0.741151599,-4.51
80,contrastive,MK_95,0.655138435,3.52
81,contrastive,MK_95,0.653212514,3.5
82,narrow,MK_95,-0.557507202,-2.61
83,broad,MK_95,-0.705007959,-4.07
84,broad,MK_95,0.58546073,2.85
85,narrow,MK_95,0.57054294,2.72
86,contrastive,MK_95,0.730782276,4.38
88,broad,MK_95,0.673941999,3.72
89,contrastive,MK_95,0.58546073,2.85
90,broad,MK_95,-0.532754379,-2.41
91,narrow,MK_95,0.51054501,2.24
93,narrow,MK_95,-0.348304863,-1.23
94,broad,MK_95,-0.457881897,-1.87
96,narrow,MK_95,-0.428134794,-1.68
97,narrow,MK_95,NA,NA
98,broad,MK_95,-0.705007959,-4.07
18,contrastive,MO_96,0.615950052,3.13
19,broad,MO_96,0.938519725,7.68
20,broad,MO_96,0.710963119,4.14
21,narrow,MO_96,0.610660163,3.08
22,narrow,MO_96,0.589949601,2.89
23,contrastive,MO_96,0.739572344,4.49
25,narrow,MO_96,0.685741739,3.85
26,contrastive,MO_96,0.684845362,3.84
27,contrastive,MO_96,0.723455672,4.29
29,narrow,MO_96,0.80685803,5.41
30,narrow,MO_96,0.7355989,4.44
31,contrastive,MO_96,0.621176282,3.18
33,contrastive,MO_96,0.762678564,4.79
35,narrow,MO_96,0.796574333,5.26
36,broad,MO_96,NA,NA
38,broad,MO_96,0.658011397,3.55
39,contrastive,MO_96,0.739572344,4.49
40,broad,MO_96,0.611723308,3.09
41,contrastive,MO_96,0.899820502,6.94
42,broad,MO_96,NA,NA
43,narrow,MO_96,0.755112266,4.69
46,broad,MO_96,NA,NA
47,narrow,MO_96,0.798650645,5.29
49,narrow,MO_96,0.761175813,4.77
51,contrastive,MO_96,0.702430536,4.04
53,narrow,MO_96,0.781036939,5.04
54,broad,MO_96,0.380211242,1.4
55,narrow,MO_96,0.741939078,4.52
60,broad,MO_96,0.646403726,3.43
62,contrastive,MO_96,0.716003344,4.2
63,narrow,MO_96,0.769377326,4.88
64,contrastive,MO_96,0.645422269,3.42
65,broad,MO_96,0.646403726,3.43
66,contrastive,MO_96,0.653212514,3.5
67,broad,MO_96,0.5774918,2.78
68,narrow,MO_96,0.684845362,3.84
69,broad,MO_96,0.477121255,2
70,narrow,MO_96,0.671172843,3.69
71,contrastive,MO_96,0.764922985,4.82
72,broad,MO_96,0.683047038,3.82
73,contrastive,MO_96,0.501059262,2.17
74,narrow,MO_96,0.523746467,2.34
75,broad,MO_96,0.372912003,1.36
76,broad,MO_96,0.703291378,4.05
77,contrastive,MO_96,0.775974331,4.97
79,broad,MO_96,0.650307523,3.47
80,contrastive,MO_96,0.768638101,4.87
81,narrow,MO_96,0.608526034,3.06
82,narrow,MO_96,0.7930916,5.21
85,contrastive,MO_96,0.783188691,5.07
86,broad,MO_96,0.567026366,2.69
87,contrastive,MO_96,0.748188027,4.6
89,broad,MO_96,0.725911632,4.32
91,contrastive,MO_96,0.838849091,5.9
92,broad,MO_96,0.7355989,4.44
94,narrow,MO_96,0.673941999,3.72
95,narrow,MO_96,0.689308859,3.89
97,narrow,MO_96,0.675778342,3.74
98,contrastive,MO_96,0.721810615,4.27
100,broad,MO_96,0.630427875,3.27
17,narrow,TS_97,-0.397940009,-1.5
19,narrow,TS_97,-0.361727836,-1.3
20,broad,TS_97,0.656098202,3.53
21,narrow,TS_97,0.678518379,3.77
22,narrow,TS_97,0.755874856,4.7
23,broad,TS_97,0.788168371,5.14
24,narrow,TS_97,0.56937391,2.71
26,broad,TS_97,-0.597695186,-2.96
29,narrow,TS_97,0.990338855,8.78
30,broad,TS_97,0.664641976,3.62
32,contrastive,TS_97,1.09482038,11.44
33,contrastive,TS_97,1.05804623,10.43
34,narrow,TS_97,0.820201459,5.61
36,broad,TS_97,-0.793790385,-5.22
37,narrow,TS_97,-0.921686475,-7.35
39,contrastive,TS_97,1.172602931,13.88
41,narrow,TS_97,0.73479983,4.43
43,broad,TS_97,-0.597695186,-2.96
45,broad,TS_97,-0.67669361,-3.75
47,contrastive,TS_97,1.02201574,9.52
48,broad,TS_97,-0.722633923,-4.28
49,narrow,TS_97,0.372912003,1.36
50,contrastive,TS_97,0.872156273,6.45
52,contrastive,TS_97,1.110252917,11.89
53,contrastive,TS_97,1.033423755,9.8
54,broad,TS_97,0.482873584,2.04
55,narrow,TS_97,0.472756449,1.97
56,narrow,TS_97,0.681241237,3.8
59,narrow,TS_97,0.908485019,7.1
60,contrastive,TS_97,0.962842681,8.18
61,narrow,TS_97,1.035829825,9.86
62,contrastive,TS_97,1.019946682,9.47
63,broad,TS_97,-0.62324929,-3.2
64,contrastive,TS_97,1.094471129,11.43
66,contrastive,TS_97,NA,NA
67,contrastive,TS_97,0.918554531,7.29
69,contrastive,TS_97,0.371067862,1.35
70,broad,TS_97,-0.389166084,-1.45
72,contrastive,TS_97,0.992995098,8.84
73,broad,TS_97,0.678518379,3.77
74,broad,TS_97,-0.620136055,-3.17
75,narrow,TS_97,1.078456818,10.98
77,narrow,TS_97,0.858537198,6.22
78,contrastive,TS_97,1.172894698,13.89
80,broad,TS_97,0.639486489,3.36
81,contrastive,TS_97,0.804139432,5.37
83,narrow,TS_97,0.58546073,2.85
84,broad,TS_97,0.7355989,4.44
85,narrow,TS_97,0.678518379,3.77
86,narrow,TS_97,0.873320602,6.47
89,broad,TS_97,0.372912003,1.36
92,contrastive,TS_97,1.044147621,10.07
93,broad,TS_97,-0.220108088,-0.66
94,broad,TS_97,-0.813580989,-5.51
95,contrastive,TS_97,0.710963119,4.14
97,contrastive,TS_97,1.137986733,12.74
99,broad,TS_97,0.81756537,5.57
100,contrastive,TS_97,0.980911938,8.57
101,broad,TS_97,-0.640481437,-3.37
102,narrow,TS_97,1.079904468,11.02
